"Study ID","dateFrom","dateTo","variant","sumcount","freq","per","source","Outbreak_count_total"
"67144_Alpert 2021","2020-03-01","2020-05-27","Omicron_BA",2,7.39918608953015e-05,"0%","LAPIS",NA
"67144_Alpert 2021","2020-03-01","2020-05-27","Omicron_XBB",3,0.000110987791342952,"0%","LAPIS",NA
"65844_Bertuzzi 2021","2020-02-27","2020-05-20","Early-clades",117,1,"100%","LAPIS",NA
"62120_Brar 2020","2020-03-03","2020-05-15","Early-clades",24417,0.999018043451577,"100%","LAPIS",NA
"62120_Brar 2020","2020-03-03","2020-05-15","Beta",2,8.1829712368561e-05,"0%","LAPIS",NA
"62120_Brar 2020","2020-03-03","2020-05-15","Alpha",9,0.000368233705658525,"0%","LAPIS",NA
"62120_Brar 2020","2020-03-03","2020-05-15","Gamma",1,4.09148561842805e-05,"0%","LAPIS",NA
"62120_Brar 2020","2020-03-03","2020-05-15","Delta",3,0.000122744568552842,"0%","LAPIS",NA
"62120_Brar 2020","2020-03-03","2020-05-15","Epsilon",3,0.000122744568552842,"0%","LAPIS",NA
"62120_Brar 2020","2020-03-03","2020-05-15","Iota",1,4.09148561842805e-05,"0%","LAPIS",NA
"62120_Brar 2020","2020-03-03","2020-05-15","Omicron_BA",2,8.1829712368561e-05,"0%","LAPIS",NA
"62120_Brar 2020","2020-03-03","2020-05-15","Omicron_XBB",3,0.000122744568552842,"0%","LAPIS",NA
"70019_Klein 2021","2020-03-13","2020-05-10","Early-clades",21660,0.999031409990314,"100%","LAPIS",NA
"70019_Klein 2021","2020-03-13","2020-05-10","Beta",2,9.22466675891333e-05,"0%","LAPIS",NA
"70019_Klein 2021","2020-03-13","2020-05-10","Alpha",9,0.0004151100041511,"0%","LAPIS",NA
"70019_Klein 2021","2020-03-13","2020-05-10","Gamma",1,4.61233337945667e-05,"0%","LAPIS",NA
"70019_Klein 2021","2020-03-13","2020-05-10","Delta",1,4.61233337945667e-05,"0%","LAPIS",NA
"70019_Klein 2021","2020-03-13","2020-05-10","Epsilon",3,0.0001383700013837,"0%","LAPIS",NA
"70019_Klein 2021","2020-03-13","2020-05-10","Iota",1,4.61233337945667e-05,"0%","LAPIS",NA
"70019_Klein 2021","2020-03-13","2020-05-10","Omicron_BA",1,4.61233337945667e-05,"0%","LAPIS",NA
"70019_Klein 2021","2020-03-13","2020-05-10","Omicron_XBB",3,0.0001383700013837,"0%","LAPIS",NA
"78588_Dai 2020","2020-01-01","2020-03-01","Early-clades",373,1,"100%","LAPIS",NA
"138865_Evans 2023",NA,NA,"Early-clades",NA,8.28153167938353e-05,"0%","Outbreak",82
"138865_Evans 2023",NA,NA,"Alpha",NA,9.08948598956729e-06,"0%","Outbreak",9
"138865_Evans 2023",NA,NA,"Delta",NA,0.00257939413526165,"0%","Outbreak",2554
"138865_Evans 2023",NA,NA,"Omicron_BA",NA,0.995842065131217,"100%","Outbreak",986038
"138865_Evans 2023",NA,NA,"Omicron_XBB",NA,0.00148663593073812,"0%","Outbreak",1472
"138896_Li 2024",NA,NA,"Early-clades",NA,0,"0%","Outbreak",0
"138896_Li 2024",NA,NA,"Omicron_BA",NA,0.994785399117529,"99%","Outbreak",7440
"138896_Li 2024",NA,NA,"Omicron_XBB",NA,0.00521460088247092,"1%","Outbreak",39
"140255_Park 2024",NA,NA,"Early-clades",NA,0.182388197325957,"18%","Outbreak",5934
"140255_Park 2024",NA,NA,"Beta",NA,0.00116797295220532,"0%","Outbreak",38
"140255_Park 2024",NA,NA,"Alpha",NA,0.0263715998155832,"3%","Outbreak",858
"140255_Park 2024",NA,NA,"Gamma",NA,0.000368833563854311,"0%","Outbreak",12
"140255_Park 2024",NA,NA,"Delta",NA,0.510803749807899,"51%","Outbreak",16619
"140255_Park 2024",NA,NA,"Epsilon",NA,0.00353465498693714,"0%","Outbreak",115
"140255_Park 2024",NA,NA,"Eta",NA,0.00012294452128477,"0%","Outbreak",4
"140255_Park 2024",NA,NA,"Iota",NA,0.00012294452128477,"0%","Outbreak",4
"140255_Park 2024",NA,NA,"Omicron_BA",NA,0.275119102504995,"28%","Outbreak",8951
"141132_Sullivan 2023",NA,NA,"Early-clades",NA,0.139680950997585,"14%","Outbreak",263488
"141132_Sullivan 2023",NA,NA,"Alpha",NA,0.124843348763436,"12%","Outbreak",235499
"141132_Sullivan 2023",NA,NA,"Gamma",NA,0.0106019224366981,"1%","Outbreak",19999
"141132_Sullivan 2023",NA,NA,"Delta",NA,0.647574476928003,"65%","Outbreak",1221556
"141132_Sullivan 2023",NA,NA,"Epsilon",NA,0.0348502615625046,"3%","Outbreak",65740
"141132_Sullivan 2023",NA,NA,"Iota",NA,0.0223102107979618,"2%","Outbreak",42085
"141132_Sullivan 2023",NA,NA,"Mu",NA,0.00251437162444417,"0%","Outbreak",4743
"141132_Sullivan 2023",NA,NA,"Omicron_BA",NA,0.0176244568893676,"2%","Outbreak",33246
"141173_Alsakarneh 2024",NA,NA,"Early-clades",NA,0.0689142745255651,"7%","Outbreak",267488
"141173_Alsakarneh 2024",NA,NA,"Alpha",NA,0.0606805171249994,"6%","Outbreak",235529
"141173_Alsakarneh 2024",NA,NA,"Gamma",NA,0.00515270027257784,"1%","Outbreak",20000
"141173_Alsakarneh 2024",NA,NA,"Delta",NA,0.323303086982733,"32%","Outbreak",1254888
"141173_Alsakarneh 2024",NA,NA,"Epsilon",NA,0.0169374410659906,"2%","Outbreak",65742
"141173_Alsakarneh 2024",NA,NA,"Iota",NA,0.0108428271835856,"1%","Outbreak",42086
"141173_Alsakarneh 2024",NA,NA,"Mu",NA,0.00122222050465546,"0%","Outbreak",4744
"141173_Alsakarneh 2024",NA,NA,"Omicron_BA",NA,0.448421727906509,"45%","Outbreak",1740531
"141173_Alsakarneh 2024",NA,NA,"Omicron_XBB",NA,0.0547227074348312,"5%","Outbreak",212404
"141173_Alsakarneh 2024",NA,NA,"Omicron_JN",NA,0.00980249699855209,"1%","Outbreak",38048
"62120_Brar 2020",NA,NA,"Early-clades",NA,1,"100%","Outbreak",23182
"62182_Sng 2020",NA,NA,"Early-clades",NA,1,"100%","Outbreak",30218
"65844_Bertuzzi 2021",NA,NA,"Early-clades",NA,1,"100%","Outbreak",1281
"66861_Chavez-MacGregor 2022",NA,NA,"Early-clades",NA,0.900943156036595,"90%","Outbreak",159239
"66861_Chavez-MacGregor 2022",NA,NA,"Alpha",NA,0.00770592994506272,"1%","Outbreak",1362
"66861_Chavez-MacGregor 2022",NA,NA,"Gamma",NA,0.000141445116465909,"0%","Outbreak",25
"66861_Chavez-MacGregor 2022",NA,NA,"Delta",NA,0.000214996577028182,"0%","Outbreak",38
"66861_Chavez-MacGregor 2022",NA,NA,"Epsilon",NA,0.088046756097699,"9%","Outbreak",15562
"66861_Chavez-MacGregor 2022",NA,NA,"Iota",NA,0.00294771622714954,"0%","Outbreak",521
"67122_Rugge 2022",NA,NA,"Early-clades",NA,1,"100%","Outbreak",1577
"67144_Alpert 2021",NA,NA,"Early-clades",NA,1,"100%","Outbreak",25219
"67898_Plais 2022",NA,NA,"Early-clades",NA,0.656312402928777,"66%","Outbreak",14790
"67898_Plais 2022",NA,NA,"Beta",NA,0.0254271133791879,"3%","Outbreak",573
"67898_Plais 2022",NA,NA,"Alpha",NA,0.314577324162414,"31%","Outbreak",7089
"67898_Plais 2022",NA,NA,"Gamma",NA,0.00164189039272243,"0%","Outbreak",37
"67898_Plais 2022",NA,NA,"Delta",NA,0.000310627912136676,"0%","Outbreak",7
"67898_Plais 2022",NA,NA,"Eta",NA,0.00173064122476148,"0%","Outbreak",39
"68083_Kim 2022",NA,NA,"Early-clades",NA,0.959454979091133,"96%","Outbreak",89710
"68083_Kim 2022",NA,NA,"Alpha",NA,0.00162565106255548,"0%","Outbreak",152
"68083_Kim 2022",NA,NA,"Gamma",NA,1.06950727799703e-05,"0%","Outbreak",1
"68083_Kim 2022",NA,NA,"Delta",NA,4.27802911198811e-05,"0%","Outbreak",4
"68083_Kim 2022",NA,NA,"Epsilon",NA,0.038127934460594,"4%","Outbreak",3565
"68083_Kim 2022",NA,NA,"Iota",NA,0.000737960021817948,"0%","Outbreak",69
"68513_Udovica 2022",NA,NA,"Early-clades",NA,0.573863636363636,"57%","Outbreak",2222
"68513_Udovica 2022",NA,NA,"Beta",NA,0.0637913223140496,"6%","Outbreak",247
"68513_Udovica 2022",NA,NA,"Alpha",NA,0.359245867768595,"36%","Outbreak",1391
"68513_Udovica 2022",NA,NA,"Gamma",NA,0.000258264462809917,"0%","Outbreak",1
"68513_Udovica 2022",NA,NA,"Eta",NA,0.00284090909090909,"0%","Outbreak",11
"69998_Serraino 2021",NA,NA,"Early-clades",NA,0.964002716776092,"96%","Outbreak",4258
"69998_Serraino 2021",NA,NA,"Alpha",NA,0.0357708852162101,"4%","Outbreak",158
"69998_Serraino 2021",NA,NA,"Eta",NA,0.000226398007697532,"0%","Outbreak",1
"70019_Klein 2021",NA,NA,"Early-clades",NA,1,"100%","Outbreak",20441
"70896_Abuhelwa 2022",NA,NA,"Early-clades",NA,0.968405963780617,"97%","Outbreak",116200
"70896_Abuhelwa 2022",NA,NA,"Alpha",NA,0.0012667616737922,"0%","Outbreak",152
"70896_Abuhelwa 2022",NA,NA,"Gamma",NA,8.33395838021185e-06,"0%","Outbreak",1
"70896_Abuhelwa 2022",NA,NA,"Delta",NA,3.33358335208474e-05,"0%","Outbreak",4
"70896_Abuhelwa 2022",NA,NA,"Epsilon",NA,0.0297105616254552,"3%","Outbreak",3565
"70896_Abuhelwa 2022",NA,NA,"Iota",NA,0.000575043128234618,"0%","Outbreak",69
"71402_Salvatore 2023",NA,NA,"Early-clades",NA,0.107032922992982,"11%","Outbreak",266004
"71402_Salvatore 2023",NA,NA,"Alpha",NA,0.0947589260494098,"9%","Outbreak",235500
"71402_Salvatore 2023",NA,NA,"Gamma",NA,0.00804706480705795,"1%","Outbreak",19999
"71402_Salvatore 2023",NA,NA,"Delta",NA,0.504755248356908,"50%","Outbreak",1254445
"71402_Salvatore 2023",NA,NA,"Epsilon",NA,0.0264520246220306,"3%","Outbreak",65740
"71402_Salvatore 2023",NA,NA,"Iota",NA,0.0169342851877514,"2%","Outbreak",42086
"71402_Salvatore 2023",NA,NA,"Mu",NA,0.00190845684183588,"0%","Outbreak",4743
"71402_Salvatore 2023",NA,NA,"Omicron_BA",NA,0.240111071142024,"24%","Outbreak",596737
"71512_Nolan 2023",NA,NA,"Early-clades",NA,0.201485165377934,"20%","Outbreak",260260
"71512_Nolan 2023",NA,NA,"Alpha",NA,0.182288876433373,"18%","Outbreak",235464
"71512_Nolan 2023",NA,NA,"Gamma",NA,0.0154725371368761,"2%","Outbreak",19986
"71512_Nolan 2023",NA,NA,"Delta",NA,0.513607564557934,"51%","Outbreak",663431
"71512_Nolan 2023",NA,NA,"Epsilon",NA,0.0508884360861743,"5%","Outbreak",65733
"71512_Nolan 2023",NA,NA,"Iota",NA,0.0325731512075485,"3%","Outbreak",42075
"71512_Nolan 2023",NA,NA,"Mu",NA,0.0036556249554853,"0%","Outbreak",4722
"71512_Nolan 2023",NA,NA,"Omicron_BA",NA,2.8644244674493e-05,"0%","Outbreak",37
"71628_Turtle 2023",NA,NA,"Early-clades",NA,0.0633562768663497,"6%","Outbreak",132133
"71628_Turtle 2023",NA,NA,"Alpha",NA,0.127772223700646,"13%","Outbreak",266476
"71628_Turtle 2023",NA,NA,"Delta",NA,0.50419192972614,"50%","Outbreak",1051520
"71628_Turtle 2023",NA,NA,"Omicron_BA",NA,0.304679090218191,"30%","Outbreak",635425
"71628_Turtle 2023",NA,NA,"Omicron_XBB",NA,4.79488673278816e-07,"0%","Outbreak",1
"71628_Turtle 2023(wave 1-D614G)",NA,NA,"Early-clades",NA,1,"100%","Outbreak",44777
"71628_Turtle 2023(wave 2-Alpha)",NA,NA,"Early-clades",NA,0.293273490641912,"29%","Outbreak",86057
"71628_Turtle 2023(wave 2-Alpha)",NA,NA,"Alpha",NA,0.706562930247141,"71%","Outbreak",207331
"71628_Turtle 2023(wave 2-Alpha)",NA,NA,"Delta",NA,0.000146539620223831,"0%","Outbreak",43
"71628_Turtle 2023(wave 2-Alpha)",NA,NA,"Omicron_BA",NA,1.70394907237013e-05,"0%","Outbreak",5
"71628_Turtle 2023(wave 3-Delta)",NA,NA,"Early-clades",NA,0.000270069920171057,"0%","Outbreak",290
"71628_Turtle 2023(wave 3-Delta)",NA,NA,"Alpha",NA,0.0516857950672195,"5%","Outbreak",55500
"71628_Turtle 2023(wave 3-Delta)",NA,NA,"Delta",NA,0.940135742729531,"94%","Outbreak",1009514
"71628_Turtle 2023(wave 3-Delta)",NA,NA,"Omicron_BA",NA,0.00790839228307798,"1%","Outbreak",8492
"71628_Turtle 2023(wave 4-Omicron)",NA,NA,"Early-clades",NA,0.000299134810087746,"0%","Outbreak",195
"71628_Turtle 2023(wave 4-Omicron)",NA,NA,"Alpha",NA,1.22721973369332e-05,"0%","Outbreak",8
"71628_Turtle 2023(wave 4-Omicron)",NA,NA,"Delta",NA,0.0486730686629441,"5%","Outbreak",31729
"71628_Turtle 2023(wave 4-Omicron)",NA,NA,"Omicron_BA",NA,0.951013990304964,"95%","Outbreak",619947
"71628_Turtle 2023(wave 4-Omicron)",NA,NA,"Omicron_XBB",NA,1.53402466711665e-06,"0%","Outbreak",1
"71633_Raad 2023",NA,NA,"Early-clades",NA,0.998140006763612,"100%","Outbreak",129866
"71633_Raad 2023",NA,NA,"Alpha",NA,0.00042272573554278,"0%","Outbreak",55
"71633_Raad 2023",NA,NA,"Gamma",NA,4.61155347864851e-05,"0%","Outbreak",6
"71633_Raad 2023",NA,NA,"Delta",NA,7.68592246441418e-06,"0%","Outbreak",1
"71633_Raad 2023",NA,NA,"Epsilon",NA,0.00138346604359455,"0%","Outbreak",180
"71915_Leuva 2022",NA,NA,"Early-clades",NA,0.0727973788867791,"7%","Outbreak",166463
"71915_Leuva 2022",NA,NA,"Alpha",NA,0.102966245120617,"10%","Outbreak",235449
"71915_Leuva 2022",NA,NA,"Gamma",NA,0.00874593621619636,"1%","Outbreak",19999
"71915_Leuva 2022",NA,NA,"Delta",NA,0.548415113383613,"55%","Outbreak",1254040
"71915_Leuva 2022",NA,NA,"Epsilon",NA,0.0281523898153728,"3%","Outbreak",64375
"71915_Leuva 2022",NA,NA,"Iota",NA,0.0183958101372219,"2%","Outbreak",42065
"71915_Leuva 2022",NA,NA,"Mu",NA,0.00207420248379516,"0%","Outbreak",4743
"71915_Leuva 2022",NA,NA,"Omicron_BA",NA,0.218452923956405,"22%","Outbreak",499528
"72593_Anantharaman 2021",NA,NA,"Early-clades",NA,1,"100%","Outbreak",27492
"72854_Konermann 2023",NA,NA,"Early-clades",NA,0.0423782989807205,"4%","Outbreak",28505
"72854_Konermann 2023",NA,NA,"Beta",NA,0.00333466144935121,"0%","Outbreak",2243
"72854_Konermann 2023",NA,NA,"Alpha",NA,0.154449981564957,"15%","Outbreak",103888
"72854_Konermann 2023",NA,NA,"Gamma",NA,0.000575351752518465,"0%","Outbreak",387
"72854_Konermann 2023",NA,NA,"Delta",NA,0.261379179105365,"26%","Outbreak",175812
"72854_Konermann 2023",NA,NA,"Omicron_BA",NA,0.537882527147088,"54%","Outbreak",361797
"72854_Konermann 2023(Omicron)",NA,NA,"Early-clades",NA,0.001212725495523,"0%","Outbreak",433
"72854_Konermann 2023(Omicron)",NA,NA,"Beta",NA,8.40225516528636e-06,"0%","Outbreak",3
"72854_Konermann 2023(Omicron)",NA,NA,"Alpha",NA,5.60150344352424e-06,"0%","Outbreak",2
"72854_Konermann 2023(Omicron)",NA,NA,"Delta",NA,0.0166168599652147,"2%","Outbreak",5933
"72854_Konermann 2023(Omicron)",NA,NA,"Omicron_BA",NA,0.982156410780654,"98%","Outbreak",350676
"72854_Konermann 2023(WT to Delta)",NA,NA,"Early-clades",NA,0.0890802865040351,"9%","Outbreak",28070
"72854_Konermann 2023(WT to Delta)",NA,NA,"Beta",NA,0.00710865129209258,"1%","Outbreak",2240
"72854_Konermann 2023(WT to Delta)",NA,NA,"Alpha",NA,0.32968274470104,"33%","Outbreak",103886
"72854_Konermann 2023(WT to Delta)",NA,NA,"Gamma",NA,0.00122814645091064,"0%","Outbreak",387
"72854_Konermann 2023(WT to Delta)",NA,NA,"Delta",NA,0.538626316607904,"54%","Outbreak",169726
"72854_Konermann 2023(WT to Delta)",NA,NA,"Omicron_BA",NA,0.0342738544440178,"3%","Outbreak",10800
"73383_Hosseini-Moghaddam 2023",NA,NA,"Early-clades",NA,0.217029510981483,"22%","Outbreak",54171
"73383_Hosseini-Moghaddam 2023",NA,NA,"Beta",NA,0.00555684649962741,"1%","Outbreak",1387
"73383_Hosseini-Moghaddam 2023",NA,NA,"Alpha",NA,0.179413626493377,"18%","Outbreak",44782
"73383_Hosseini-Moghaddam 2023",NA,NA,"Gamma",NA,0.0652078108348491,"7%","Outbreak",16276
"73383_Hosseini-Moghaddam 2023",NA,NA,"Delta",NA,0.448073332745731,"45%","Outbreak",111840
"73383_Hosseini-Moghaddam 2023",NA,NA,"Eta",NA,0.00808086473666076,"1%","Outbreak",2017
"73383_Hosseini-Moghaddam 2023",NA,NA,"Omicron_BA",NA,0.0766380077082716,"8%","Outbreak",19129
"73804_Starkey 2023",NA,NA,"Early-clades",NA,0.0204583069114408,"2%","Outbreak",38876
"73804_Starkey 2023",NA,NA,"Alpha",NA,0.114072584995172,"11%","Outbreak",216767
"73804_Starkey 2023",NA,NA,"Delta",NA,0.432459854072217,"43%","Outbreak",821784
"73804_Starkey 2023",NA,NA,"Omicron_BA",NA,0.433008727776009,"43%","Outbreak",822827
"73804_Starkey 2023",NA,NA,"Omicron_XBB",NA,5.26245161833543e-07,"0%","Outbreak",1
"74954_Kodde 2023",NA,NA,"Early-clades",NA,0.19438302093451,"19%","Outbreak",28218
"74954_Kodde 2023",NA,NA,"Beta",NA,0.0153409521447712,"2%","Outbreak",2227
"74954_Kodde 2023",NA,NA,"Alpha",NA,0.714632113359097,"71%","Outbreak",103741
"74954_Kodde 2023",NA,NA,"Gamma",NA,0.00266589514145777,"0%","Outbreak",387
"74954_Kodde 2023",NA,NA,"Delta",NA,0.0729780184201644,"7%","Outbreak",10594
"75065_Zhou 2023",NA,NA,"Early-clades",NA,1,"100%","Outbreak",854
"75567_Bazgir 2022",NA,NA,"Early-clades",NA,0.81203007518797,"81%","Outbreak",216
"75567_Bazgir 2022",NA,NA,"Alpha",NA,0.18796992481203,"19%","Outbreak",50
"78588_Dai 2020",NA,NA,"Early-clades",NA,1,"100%","Outbreak",648
"81620_Johannesen 2021",NA,NA,"Early-clades",NA,1,"100%","Outbreak",89
