"Covidence #","prefix","Total Number of Patients","Comment.1","outcome","Measure of Association","value","95% CI","p-value","cancer: Event/Total","Non-cancer: Event/Total","Measure of Association_number_of_semicolons","value_number_of_semicolons","95% CI_number_of_semicolons","p-value_number_of_semicolons","cancer: Event/Total_number_of_semicolons","Non-cancer: Event/Total_number_of_semicolons","same_number_of_semicolons","cancer(event/total)","cancer(event count)","cancer(total count)","non-cancer(event/total)","non-cancer(event count)","non-cancer(total count)"
68083,"Skin (including melanoma)","409","NANA","[mortality]","mRR","0.96","0.67–1.38","0.82","NR","0.019 (4854/253179)",0,0,0,0,0,0,TRUE,NA,NA,NA,0.019,4854,253179
68083,"Skin (including melanoma)","409","NANA","[severe disease]","mRR","0.58","0.27–1.27","0.177","NR","0.011 (2855/253179)",0,0,0,0,0,0,TRUE,NA,NA,NA,0.011,2855,253179
68083,"SOLID AGGREGATED [add all solid values]","8952","NA","[hospitalisation]","mRR","1.05","1.00–1.09","0.03","NR","0.099 (25092/253179)",0,0,0,0,0,0,TRUE,NA,NA,NA,0.099,25092,253179
68083,"SOLID AGGREGATED [add all solid values]","8952","NA","[ICU]","mRR","0.97","0.89–1.06","0.52","NR","0.025 (6449/253179)",0,0,0,0,0,0,TRUE,NA,NA,NA,0.025,6449,253179
68083,"SOLID AGGREGATED [add all solid values]","8952","NA","[mortality]","mRR","1.12  ","1.04–1.22","0.004","NR","0.019 (4854/253179)",0,0,0,0,0,0,TRUE,NA,NA,NA,0.019,4854,253179
68083,"SOLID AGGREGATED [add all solid values]","8952","NA","[severe disease]","mRR","0.95","0.84–1.08","0.453","NR","0.011 (2855/253179)",0,0,0,0,0,0,TRUE,NA,NA,NA,0.011,2855,253179
68083,"Thoracic (lung, mesothelioma)","887",NA,"[hospitalisation]","mRR","1.31","1.19-1.44","<0.001","NR","0.099 (25092/253179)",0,0,0,0,0,0,TRUE,NA,NA,NA,0.099,25092,253179
68083,"Thoracic (lung, mesothelioma)","887",NA,"[ICU]","mRR","1.35","1.12–1.63","0.002","NR","0.025 (6449/253179)",0,0,0,0,0,0,TRUE,NA,NA,NA,0.025,6449,253179
68083,"Thoracic (lung, mesothelioma)","887",NA,"[mortality]","mRR","1.85","1.58–2.17","<0.001","NR","0.019 (4854/253179)",0,0,0,0,0,0,TRUE,NA,NA,NA,0.019,4854,253179
68083,"Thoracic (lung, mesothelioma)","887",NA,"[severe disease]","mRR","1.21","0.89–1.63","0.22","NR","0.011 (2855/253179)",0,0,0,0,0,0,TRUE,NA,NA,NA,0.011,2855,253179
68083,"Total (OF ALL CANCERS)","10426",NA,"[hospitalisation]","mRR","1.10","1.06-1.14","<0.001","0.24 (2476/10426)","0.099 (25092/253179)",0,0,0,0,0,0,TRUE,0.24,2476,10426,0.099,25092,253179
68083,"Total (OF ALL CANCERS)","10426",NA,"[ICU]","mRR","1.02","0.95-1.11","0.54","0.065 (674/10426)","0.025 (6449/253179)",0,0,0,0,0,0,TRUE,0.065,674,10426,0.025,6449,253179
68083,"Total (OF ALL CANCERS)","10426",NA,"[mortality]","mRR","1.17","1.08-1.25","<0.001","0.075 (781/10426)","0.019 (4854/253179)",0,0,0,0,0,0,TRUE,0.075,781,10426,0.019,4854,253179
68083,"Total (OF ALL CANCERS)","10426",NA,"[severe disease]","mRR","1.05","0.93-1.17","0.45","0.032 (332/10426)","0.011 (2855/253179)",0,0,0,0,0,0,TRUE,0.032,332,10426,0.011,2855,253179
68083,"Urology (ureter, bladder, prostate)","1781 ",NA,"[hospitalisation]","mRR","0.95","0.88–1.02 ","0.177","NR","0.099 (25092/253179)",0,0,0,0,0,0,TRUE,NA,NA,NA,0.099,25092,253179
68083,"Urology (ureter, bladder, prostate)","1781 ",NA,"[ICU]","mRR","0.81","0.68–0.96","0.017","NR","0.025 (6449/253179)",0,0,0,0,0,0,TRUE,NA,NA,NA,0.025,6449,253179
68083,"Urology (ureter, bladder, prostate)","1781 ",NA,"[mortality]","mRR","0.82","0.70–0.96","0.015","NR","0.019 (4854/253179)",0,0,0,0,0,0,TRUE,NA,NA,NA,0.019,4854,253179
68083,"Urology (ureter, bladder, prostate)","1781 ",NA,"[severe disease]","mRR","0.78","0.60–1.01","0.055","NR","0.011 (2855/253179)",0,0,0,0,0,0,TRUE,NA,NA,NA,0.011,2855,253179
68513,"Total (OF ALL CANCERS)","89",NA,"[mortality]","uOR","2.56","1.47-4.47","< 0.001","41/89","43/156",1,1,1,1,1,1,TRUE,NA,41,89,NA,43,156
68513,"Total (OF ALL CANCERS)","89",NA,"[mortality]"," mOR "," 4.59"," 2.26-9.30"," < 0.001"," 41/89"," 43/156",1,1,1,1,1,1,TRUE,NA,41,89,NA,43,156
69998,"Breast","673",NA,"[ICU]","mHR","0.98","0.48-2.00","NR","0.0119 (8/673)","0.013 (502/3826)",0,0,0,0,0,0,TRUE,0.0119,8,673,0.013,502,3826
69998,"Breast","673",NA,"[mortality]","mHR","0.92","0.72-1.17","NR","0.104 (70/673)","0.0500 (1914/38268)",0,0,0,0,0,0,TRUE,0.104,70,673,0.05,1914,38268
69998,"Haematological","280",NA,"[ICU]","mHR","1.50","0.83-2.73","NR","0.0393 (11/280)","0.013 (502/3826)",0,0,0,0,0,0,TRUE,0.0393,11,280,0.013,502,3826
69998,"Haematological","280",NA,"[mortality]","mHR","1.79","1.36-2.34","NR","0.193 (54/280)","0.0500 (1914/38268)",0,0,0,0,0,0,TRUE,0.193,54,280,0.05,1914,38268
69998,"Lower GI (colorectal, small bowel)","407",NA,"[ICU]","mHR","1.40","0.86-2.27","NR","0.0418 (17/407)","0.013 (502/3826)",0,0,0,0,0,0,TRUE,0.0418,17,407,0.013,502,3826
69998,"Lower GI (colorectal, small bowel)","407",NA,"[mortality]","mHR","1.34","1.10-1.65","NR","0.241 (98/407)","0.0500 (1914/38268)",0,0,0,0,0,0,TRUE,0.241,98,407,0.05,1914,38268
69998,"SOLID AGGREGATED [add all solid values]","2818","NA","[ICU]","mHR","1.04","0.82-1.32","NR","0.0291 (82/2818)","0.013 (502/3826)",0,0,0,0,0,0,TRUE,0.0291,82,2818,0.013,502,3826
69998,"SOLID AGGREGATED [add all solid values]","2818","NA","[mortality]","mHR","1.19","1.07-1.31","NR","0.172 (486/2818)","0.0500 (1914/38268)",0,0,0,0,0,0,TRUE,0.172,486,2818,0.05,1914,38268
69998,"Total (OF ALL CANCERS)","466",NA,"[ICU]","mHR","0.90","0.52-1.56","NR","0.0280 (13/466)","0.013 (502/3826)",0,0,0,0,0,0,TRUE,0.028,13,466,0.013,502,3826
69998,"Total (OF ALL CANCERS)","466",NA,"[mortality]","mHR","1.93","1.61-2.33","NR","0.255 (119/466)","0.0500 (1914/38268)",0,0,0,0,0,0,TRUE,0.255,119,466,0.05,1914,38268
69998,"Urology (ureter, bladder, prostate)","460",NA,"[ICU]","mHR","1.15","0.77-1.71","NR","0.0587 (27/460)","0.013 (502/3826)",0,0,0,0,0,0,TRUE,0.0587,27,460,0.013,502,3826
69998,"Urology (ureter, bladder, prostate)","460",NA,"[mortality]","mHR","1.04","0.85-1.27","NR","0.235 (108/460)","0.0500 (1914/38268)",0,0,0,0,0,0,TRUE,0.235,108,460,0.05,1914,38268
70019,"Total (OF ALL CANCERS)","77","Primary outcome is defined as ""mortality OR admission to hospice"". Severity defined as ARDSTable 4 and 5","[ICU]","uOR","0.53","0.29-0.96","0.03",NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
70019,"Total (OF ALL CANCERS)","77","Primary outcome is defined as ""mortality OR admission to hospice"". Severity defined as ARDSTable 4 and 5","[ICU]","mOR"," 0.39"," 0.17-0.89"," 0.03",NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
70019,"Total (OF ALL CANCERS)","77","Primary outcome is defined as ""mortality OR admission to hospice"". Severity defined as ARDSTable 4 and 5","[mortality]","uOR","1.98","0.99-3.96","0.053",NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
70019,"Total (OF ALL CANCERS)","77","Primary outcome is defined as ""mortality OR admission to hospice"". Severity defined as ARDSTable 4 and 5","[mortality]","mOR"," 2.18"," 0.82-5.77"," 0.12",NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
70019,"Total (OF ALL CANCERS)","77","Primary outcome is defined as ""mortality OR admission to hospice"". Severity defined as ARDSTable 4 and 5","[severe disease]","uOR","0.65","0.34-1.16","0.14",NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
70019,"Total (OF ALL CANCERS)","77","Primary outcome is defined as ""mortality OR admission to hospice"". Severity defined as ARDSTable 4 and 5","[severe disease]","aOR","0.54","0.23-1.24","0.15",NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
70896,"Breast","3340",NA,"[mortality]","mOR","0.96","0.73-1.27","0.763","0.103 (345/3340)",NA,0,0,0,0,0,NA,TRUE,0.103,345,3340,NA,NA,NA
70896,"Haematological","13550","leukemia;lymphoma;multiple myeloma","[mortality]","mOR","1.22","1.02-1.45","0.028","0.224",NA,2,2,2,2,2,NA,NA,0.224,NA,NA,NA,NA,NA
70896,"Haematological","13550","leukemia;lymphoma;multiple myeloma","[mortality]","mOR","1.30","1.05-1.61","0.016","0.156",NA,2,2,2,2,2,NA,NA,0.156,NA,NA,NA,NA,NA
70896,"Haematological","13550","leukemia;lymphoma;multiple myeloma","[mortality]","mOR","1.20","0.94-1.52","0.137","0.108",NA,2,2,2,2,2,NA,NA,0.108,NA,NA,NA,NA,NA
70896,"Lower GI (colorectal, small bowel)","1675","colorectal","[mortality]","mOR","1.45","1.07-1.96","0.015","0.191 (320/1675)",NA,0,0,0,0,0,NA,TRUE,0.191,320,1675,NA,NA,NA
70896,"SOLID AGGREGATED [add all solid values]","13495","NA","[mortality]",NA,NA,NA,NA,"0.175 (2360/13495)",NA,NA,NA,NA,NA,0,NA,NA,0.175,2360,13495,NA,NA,NA
70896,"Thoracic (lung, mesothelioma)","4400","lung","[mortality]","mOR","1.57","1.31-1.88","<0.001","0.209 (920/4400)",NA,0,0,0,0,0,NA,TRUE,0.209,920,4400,NA,NA,NA
70896,"Total (OF ALL CANCERS)","27760",NA,"[ICU]","mOR(mechanical_ventilation)","0.98","0.88-1.09","0.767",NA,NA,0,0,0,0,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
70896,"Total (OF ALL CANCERS)","27760",NA,"[mortality]","mOR","1.21","1.12-1.31","<0.001","0.176 (4880/27760)","0.120 (122451/1022285)",0,0,0,0,0,0,TRUE,0.176,4880,27760,0.12,122451,1022285
70896,"Total (OF ALL CANCERS)","27760",NA,"[severe disease]","OR","0.93"," 0.8–1.07","0.31","0.499","0.522",0,0,0,0,0,0,TRUE,0.499,NA,NA,0.522,NA,NA
70896,"Urology (ureter, bladder, prostate)","4080","prostate","[mortality]","mOR","0.94","0.77-1.14","0.533","0.190 (775/4080)",NA,0,0,0,0,0,NA,TRUE,0.19,775,4080,NA,NA,NA
71402,"Total (OF ALL CANCERS)","6143","Composite Outcome as above most recent diagnosis within past 3 years","[hospitalisation]","mOR","1.43","1.29-1.58",NA,"NR (NR/6143)","NR (NR/38267) ",0,0,0,NA,0,0,TRUE,NA,NA,6143,NA,NA,38267
71402,"Total (OF ALL CANCERS)","6143","Composite Outcome as above most recent diagnosis within past 3 years","[ICU]","mOR","1.19","0.97-1.46",NA,"NR (NR/6143) ","NR (NR/38267)",0,0,0,NA,0,0,TRUE,NA,NA,6143,NA,NA,38267
71402,"Total (OF ALL CANCERS)","6143","Composite Outcome as above most recent diagnosis within past 3 years","[mortality]","mOR","1.68","1.39-2.04",NA,"NR (NR/6143)","NR (NR/38267)",0,0,0,NA,0,0,TRUE,NA,NA,6143,NA,NA,38267
71402,"Total (OF ALL CANCERS)","6143","Composite Outcome as above most recent diagnosis within past 3 years","[severe disease]","mOR","1.48","1.35-1.63",NA,"NR (NR/6143) ","NR (NR/38267)",0,0,0,NA,0,0,TRUE,NA,NA,6143,NA,NA,38267
71512,"Breast","611",NA,"[mortality]","uOr","1.47","1.14-1.88","<0.001","nr","0.092 (8384/90700)",1,1,1,1,1,1,TRUE,NA,NA,NA,0.092,8384,90700
71512,"Breast","611",NA,"[mortality]"," mOR"," 1.57"," 1.21-2.03"," <0.001"," nr"," 0.092 (8384/90700)",1,1,1,1,1,1,TRUE,NA,NA,NA,0.092,8384,90700
71512,"Haematological","2482",NA,"[mortality]","uOr","2.02","1.80-2.26","<0.001","nr","0.092 (8384/90700)",1,1,1,1,1,1,TRUE,NA,NA,NA,0.092,8384,90700
71512,"Haematological","2482",NA,"[mortality]"," mOR"," 1.71"," 1.52-1.92"," <0.001"," nr"," 0.092 (8384/90700)",1,1,1,1,1,1,TRUE,NA,NA,NA,0.092,8384,90700
71512,"Lower GI (colorectal, small bowel)","1062",NA,"[mortality]","uOr","1.70","1.42-2.04","<0.001","nr","0.092 (8384/90700)",1,1,1,1,1,1,TRUE,NA,NA,NA,0.092,8384,90700
71512,"Lower GI (colorectal, small bowel)","1062",NA,"[mortality]"," mOR"," 1.40"," 1.17-1.69"," <0.001"," nr"," 0.092 (8384/90700)",1,1,1,1,1,1,TRUE,NA,NA,NA,0.092,8384,90700
71512,"SOLID AGGREGATED [add all solid values]","2012 (metastatic); 2012 (metastatic); 4337 (solid tumour without metastasis);  4337 (solid tumour without metastasis)","NA","[mortality]","uOR (metastatic)","2.28 (metastatic)","2.01-2.58 (metastatic)","<0.001 (metastatic)","nr (metastatic)","0.092 (8384/90700) (metastatic)",3,3,3,3,3,3,FALSE,NA,NA,NA,0.092,8384,90700
71512,"SOLID AGGREGATED [add all solid values]","2012 (metastatic); 2012 (metastatic); 4337 (solid tumour without metastasis);  4337 (solid tumour without metastasis)","NA","[mortality]"," mOR (metastatic)"," 1.94 (metastatic)"," 1.71-2.21 (metastatic)"," <0.001 (metastatic)"," nr (metastatic)"," 0.092 (8384/90700) (metastatic)",3,3,3,3,3,3,FALSE,NA,NA,NA,0.092,8384,90700
71512,"SOLID AGGREGATED [add all solid values]","2012 (metastatic); 2012 (metastatic); 4337 (solid tumour without metastasis);  4337 (solid tumour without metastasis)","NA","[mortality]","  uOR (solid tumour without metastasis)"," 1.82 (solid tumour without metastasis)"," 1.66-1.99 (solid tumour without metastasis)"," <0.001 (solid tumour without metastasis)"," nr (solid tumour without metastasis)"," 0.092 (8384/90700) (solid tumour without metastasis)",3,3,3,3,3,3,FALSE,NA,NA,NA,0.092,8384,90700
71512,"SOLID AGGREGATED [add all solid values]","2012 (metastatic); 2012 (metastatic); 4337 (solid tumour without metastasis);  4337 (solid tumour without metastasis)","NA","[mortality]"," mOR  (solid tumour without metastasis)"," 1.48 (solid tumour without metastasis)"," 1.35-1.62 (solid tumour without metastasis)","  <0.001 (solid tumour without metastasis)"," nr (solid tumour without metastasis)"," 0.092 (8384/90700) (solid tumour without metastasis)",3,3,3,3,3,3,FALSE,NA,NA,NA,0.092,8384,90700
71512,"Thoracic (lung, mesothelioma)","732",NA,"[mortality]","uOr","2.47","2.04-2.99","<0.001","nr","0.092 (8384/90700)",1,1,1,1,1,1,TRUE,NA,NA,NA,0.092,8384,90700
71512,"Thoracic (lung, mesothelioma)","732",NA,"[mortality]"," mOR"," 1.93"," 1.59-2.36"," <0.001"," nr"," 0.092 (8384/90700)",1,1,1,1,1,1,TRUE,NA,NA,NA,0.092,8384,90700
71512,"Total (OF ALL CANCERS)","7141",NA,"[ICU]","uOR","1.31","1.24-1.39","<0.001","0.247 (1763/7141)","0.199 (18063/90700)",1,1,1,1,1,1,TRUE,0.247,1763,7141,0.199,18063,90700
71512,"Total (OF ALL CANCERS)","7141",NA,"[ICU]"," mOR"," 1.24"," 1.17-1.32"," <0.001"," 0.247(1763/7141)"," 0.199 (18063/90700)",1,1,1,1,1,1,TRUE,0.247,1763,7141,0.199,18063,90700
71512,"Total (OF ALL CANCERS)","7141",NA,"[mortality]","uOr","1.91","1.78-2.06","<0.001","0.146 (1040/7141)","0.092 (8384/90700)",1,1,1,1,1,1,TRUE,0.146,1040,7141,0.092,8384,90700
71512,"Total (OF ALL CANCERS)","7141",NA,"[mortality]"," mOR"," 1.58"," 1.46-1.70"," <0.001"," 0.146(1040/7141)"," 0.092 (8384/90700)",1,1,1,1,1,1,TRUE,0.146,1040,7141,0.092,8384,90700
71512,"Urology (ureter, bladder, prostate)","628",NA,"[mortality]","uOr","1.88","1.49-2.36","<0.001","nr","0.092 (8384/90700)",1,1,1,1,1,1,TRUE,NA,NA,NA,0.092,8384,90700
71512,"Urology (ureter, bladder, prostate)","628",NA,"[mortality]"," mOR"," 1.05"," 0.83-1.33"," 0.66"," nr"," 0.092 (8384/90700)",1,1,1,1,1,1,TRUE,NA,NA,NA,0.092,8384,90700
71628,"Total (OF ALL CANCERS)","5116","Noninvasive;invasive","[ICU]","mOR","0.77","0.70-0.85","<0.001","0.867 (4437/5116)","0.154 (20710/134598)",0,0,0,0,0,0,TRUE,0.867,4437,5116,0.154,20710,134598
71628,"Total (OF ALL CANCERS)","5116","Noninvasive;invasive","[mortality]","mOR","2.00","1.87-2.15","<0.001","0.355 (1818/5116)","0.213 (28608/134598)",0,0,0,0,0,0,TRUE,0.355,1818,5116,0.213,28608,134598
71628,"Total (OF ALL CANCERS)","5116","Noninvasive;invasive","[severe disease]","mOR","0.93","0.86-1.01","0.095","0.179 (918/5116)","0.182 (24445/134598)",1,1,1,1,1,1,TRUE,0.179,918,5116,0.182,24445,134598
71628,"Total (OF ALL CANCERS)","5116","Noninvasive;invasive","[severe disease]","mOR","0.65","0.56-0.76","<0.001","0.0461(236/5116)","0.0644 (8665/134598)",1,1,1,1,1,1,TRUE,0.0461,236,5116,0.0644,8665,134598
71633,"Total (OF ALL CANCERS)","1115","Hospitalisation referred to hospital re-admission within 30 days of COVID-19 diagnosis","[hospitalisation]","cRR","(63/481)/(60/806)=1.76",NA,"<0.0001","63/481=13.1%","60/806=7.44%",0,0,NA,0,0,0,TRUE,13.1,63,481,7.44,60,806
71633,"Total (OF ALL CANCERS)","1115","Hospitalisation referred to hospital re-admission within 30 days of COVID-19 diagnosis","[ICU]","cRR","(141/1100)/(225/1846)=1.05",NA,"0.62","141/1100","225/1846",0,0,NA,0,0,0,TRUE,NA,141,1100,NA,225,1846
71633,"Total (OF ALL CANCERS)","1115","Hospitalisation referred to hospital re-admission within 30 days of COVID-19 diagnosis","[mortality]","mOR (multiple imputations)","1.23","0.87-1.75","0.24",NA,NA,0,0,0,0,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
71633,"Total (OF ALL CANCERS)","1115","Hospitalisation referred to hospital re-admission within 30 days of COVID-19 diagnosis","[severe disease]",NA,NA,NA,"0.98","135/1096=12.3%","130/1052=12.4%",NA,NA,NA,0,0,0,NA,12.3,135,1096,12.4,130,1052
71915,"Haematological","1842",NA,"[mortality]","aOR","2.154","1.788-2.597","<0.0001","0.095(175/1842)","0.048(509/10696)",0,0,0,0,0,0,TRUE,0.095,175,1842,0.048,509,10696
71915,"Lower GI (colorectal, small bowel)","475","Colon Cancer","[mortality]","aOR","1.458","0.98-2.170",">0.001","0.061(29/475)","0.048(509/10696)",0,0,0,0,0,0,TRUE,0.061,29,475,0.048,509,10696
71915,"SOLID AGGREGATED [add all solid values]","8513","NA","[mortality]","aOR","0.960","0.835-1.105",">0.001","0.043(370/8513)","0.048(509/10696)",0,0,0,0,0,0,TRUE,0.043,370,8513,0.048,509,10696
71915,"Thoracic (lung, mesothelioma)","728",NA,"[mortality]","aOR","1.955","1.486-2.572","<0.0001","0.095(69/728)","0.048(509/10696)",0,0,0,0,0,0,TRUE,0.095,69,728,0.048,509,10696
71915,"Total (OF ALL CANCERS)","10355",NA,"[mortality]","aOR","1.168","1.028-1.326","p>0.001","0.052 (545/10355)","0.048(509/10696)",0,0,0,0,0,0,TRUE,0.052,545,10355,0.048,509,10696
71915,"Urology (ureter, bladder, prostate)","3224","Prostate","[mortality]","aOR","0.698","0.559-0.870",">0.001","0.032(102/3224) ","0.048(509/10696)",0,0,0,0,0,0,TRUE,0.032,102,3224,0.048,509,10696
72593,"Total (OF ALL CANCERS)","33","Severity = invasive ventilator No p values or absolute numbers stated. Also have pooled outcomes, ED visit, non invasive ventilation cancer vs non cancer if relevant.","[hospitalisation]","mOR","1.55","0.67-3.59","NR","NR","NR",0,0,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA
72593,"Total (OF ALL CANCERS)","33","Severity = invasive ventilator No p values or absolute numbers stated. Also have pooled outcomes, ED visit, non invasive ventilation cancer vs non cancer if relevant.","[ICU]","mOR","1.30","0.41-4.08","NR","NR","NR",0,0,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA
72593,"Total (OF ALL CANCERS)","33","Severity = invasive ventilator No p values or absolute numbers stated. Also have pooled outcomes, ED visit, non invasive ventilation cancer vs non cancer if relevant.","[mortality]","mOR","2.78","0.92-8.43","NR","NR","NR",0,0,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA
72593,"Total (OF ALL CANCERS)","33","Severity = invasive ventilator No p values or absolute numbers stated. Also have pooled outcomes, ED visit, non invasive ventilation cancer vs non cancer if relevant.","[severe disease]","mOR","0.81","0.18-3.75","NR","NR","NR",0,0,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA
72854,"Haematological","341",NA,"[mortality]","cOR","NR","NR","NR","0.237 (81/341)","0.220 (2000/9089)",0,0,0,0,0,0,TRUE,0.237,81,341,0.22,2000,9089
72854,"SOLID AGGREGATED [add all solid values]","1172","NA","[mortality]","cOR","NR","NR","NR","0.234 (274/1172)","0.220 (2000/9089)",0,0,0,0,0,0,TRUE,0.234,274,1172,0.22,2000,9089
72854,"Total (OF ALL CANCERS)","1513",NA,"[mortality]","mOR","1.685","1.686 - 2.064","NR","0.235 (355/1513)","0.220 (2000/9089)",0,0,0,0,0,0,TRUE,0.235,355,1513,0.22,2000,9089
73383,"Breast","1272",NA,"[hospitalisation]",NA,NA,NA,NA,"0.134 (171/1272)",NA,NA,NA,NA,NA,0,NA,NA,0.134,171,1272,NA,NA,NA
73383,"Breast","1272",NA,"[mortality]",NA,NA,NA,NA,"0.061 (78/1272)",NA,NA,NA,NA,NA,0,NA,NA,0.061,78,1272,NA,NA,NA
73383,"CNS","47","NANA","[hospitalisation]",NA,NA,NA,NA,"0.255 (12/47)",NA,NA,NA,NA,NA,0,NA,NA,0.255,12,47,NA,NA,NA
73383,"CNS","47","NANA","[mortality]",NA,NA,NA,NA,"0.128 (6/47)",NA,NA,NA,NA,NA,0,NA,NA,0.128,6,47,NA,NA,NA
73383,"Gynecological (vaginal, uterine, cervical, ovarian, vulval, endometrial, leiomyosarcoma etc)","1797","NANA","[hospitalisation]",NA,NA,NA,NA,"0.0573 (103/1797)",NA,NA,NA,NA,NA,0,NA,NA,0.0573,103,1797,NA,NA,NA
73383,"Gynecological (vaginal, uterine, cervical, ovarian, vulval, endometrial, leiomyosarcoma etc)","1797","NANA","[mortality]",NA,NA,NA,NA,"0.015 (27/1797)",NA,NA,NA,NA,NA,0,NA,NA,0.015,27,1797,NA,NA,NA
73383,"Haematological","1193","adjusted HRs taken from eTable10 in supps","[hospitalisation]","aHR","1.75","1.57-1.96",NA,"0.269 (321/1193)",NA,0,0,0,NA,0,NA,TRUE,0.269,321,1193,NA,NA,NA
73383,"Haematological","1193","adjusted HRs taken from eTable10 in supps","[ICU]","aHR","1.14","0.93-1.40",NA,"0.405 (130/321)",NA,0,0,0,NA,0,NA,TRUE,0.405,130,321,NA,NA,NA
73383,"Haematological","1193","adjusted HRs taken from eTable10 in supps","[mortality]","aHR","2.04","1.74-2.38",NA,"0.137 (163/1193)",NA,0,0,0,NA,0,NA,TRUE,0.137,163,1193,NA,NA,NA
73383,"Head and neck","698","NANA","[hospitalisation]",NA,NA,NA,NA,"0.113 (79/698)",NA,NA,NA,NA,NA,0,NA,NA,0.113,79,698,NA,NA,NA
73383,"Head and neck","698","NANA","[mortality]",NA,NA,NA,NA,"0.016 (11/698)",NA,NA,NA,NA,NA,0,NA,NA,0.016,11,698,NA,NA,NA
73383,"Hepatobiliary (liver, pancreas, gall bladder)","71","NA","[hospitalisation]",NA,NA,NA,NA,"0.225 (16/71)",NA,NA,NA,NA,NA,0,NA,NA,0.225,16,71,NA,NA,NA
73383,"Hepatobiliary (liver, pancreas, gall bladder)","71","NA","[mortality]",NA,NA,NA,NA,"0.113 (8/71)",NA,NA,NA,NA,NA,0,NA,NA,0.113,8,71,NA,NA,NA
73383,"Lower GI (colorectal, small bowel)","676",NA,"[hospitalisation]",NA,NA,NA,NA,"0.204 (138/676)",NA,NA,NA,NA,NA,0,NA,NA,0.204,138,676,NA,NA,NA
73383,"Lower GI (colorectal, small bowel)","676",NA,"[mortality]",NA,NA,NA,NA,"0.095 (64/676)",NA,NA,NA,NA,NA,0,NA,NA,0.095,64,676,NA,NA,NA
73383,"Other","439; 357","other solid tumour; other haematological malignancy ","[hospitalisation]",NA,NA,NA,NA,"0.173 (76/439)",NA,NA,NA,NA,NA,1,NA,NA,0.173,76,439,NA,NA,NA
73383,"Other","439; 357","other solid tumour; other haematological malignancy ","[hospitalisation]",NA,NA,NA,NA," 0.303 (108/357)",NA,NA,NA,NA,NA,1,NA,NA,0.303,108,357,NA,NA,NA
73383,"Other","439; 357","other solid tumour; other haematological malignancy ","[mortality]",NA,NA,NA,NA,"0.107 (47/439)",NA,NA,NA,NA,NA,1,NA,NA,0.107,47,439,NA,NA,NA
