"Covidence #","prefix","Total Number of Patients","Comment.1","outcome","Measure of Association","value","95% CI","p-value","cancer: Event/Total","Non-cancer: Event/Total","Measure of Association_number_of_semicolons","value_number_of_semicolons","95% CI_number_of_semicolons","p-value_number_of_semicolons","cancer: Event/Total_number_of_semicolons","Non-cancer: Event/Total_number_of_semicolons","same_number_of_semicolons","cancer(event/total)","cancer(event count)","cancer(total count)","non-cancer(event/total)","non-cancer(event count)","non-cancer(total count)"
73804,"SOLID AGGREGATED [add all solid values]",NA,"NA","[mortality]","mOR","2.27","2.17-2.38","<0.00001",NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Thoracic (lung, mesothelioma)",NA,NA,"[hospitalisation]","uOR","9.55","8.83-10.33","<0.00001",NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Thoracic (lung, mesothelioma)",NA,NA,"[hospitalisation]","mOR of respiratory and intrathoracic organs","3.60","3.32-3.92","<0.00001",NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Thoracic (lung, mesothelioma)",NA,NA,"[hospitalisation]"," uOR","7.28","5.71-9.28","<0.00001",NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Thoracic (lung, mesothelioma)",NA,NA,"[hospitalisation]","mOR of lungs ","3.39","2.60-4.41","<0.00001",NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Thoracic (lung, mesothelioma)",NA,NA,"[ICU]","uOR","13.5","6.40-28.45","<0.00001",NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Thoracic (lung, mesothelioma)",NA,NA,"[ICU]","mOR of respiratory and intrathoracic organs","6.47","2.88-14.51","<0.00001",NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Thoracic (lung, mesothelioma)",NA,NA,"[ICU]"," uOR","5.58","3.70-8.42","<0.00001",NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Thoracic (lung, mesothelioma)",NA,NA,"[ICU]","mOR of lungs ","2.53","1.64-3.89","0.00003",NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Thoracic (lung, mesothelioma)",NA,NA,"[mortality]","uOR","12.13","8.62-17.08","<0.00001",NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Thoracic (lung, mesothelioma)",NA,NA,"[mortality]","mOR of respiratory and intrathoracic organs","4.43","3.04-6.44","<0.00001",NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Thoracic (lung, mesothelioma)",NA,NA,"[mortality]"," uOR","18.55","16.75-20.55","<0.00001",NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Thoracic (lung, mesothelioma)",NA,NA,"[mortality]","mOR of lungs ","4.97","4.45-5.56","<0.00001",NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Total (OF ALL CANCERS)","127322",NA,"[hospitalisation]","uOR","4.22","4.11-4.33","<0.00001","0.128","0.0261",1,1,1,1,1,1,TRUE,0.128,NA,NA,0.0261,NA,NA
73804,"Total (OF ALL CANCERS)","127322",NA,"[hospitalisation]","mOR","2.10","2.04 - 2.16","<0.00001","0.128","0.0261",1,1,1,1,1,1,TRUE,0.128,NA,NA,0.0261,NA,NA
73804,"Total (OF ALL CANCERS)","127322",NA,"[ICU]","uOR","4.22","3.76-4.74","<0.00001","0.00892","0.00229",1,1,1,1,1,1,TRUE,0.00892,NA,NA,0.00229,NA,NA
73804,"Total (OF ALL CANCERS)","127322",NA,"[ICU]","mOR","2.53","2.24 - 2.86","<0.00001","0.00892","0.00229",1,1,1,1,1,1,TRUE,0.00892,NA,NA,0.00229,NA,NA
73804,"Total (OF ALL CANCERS)","127322",NA,"[mortality]","uOR","7.12","6.85-7.40","<0.00001","0.0752","0.00715",1,1,1,1,1,1,TRUE,0.0752,NA,NA,0.00715,NA,NA
73804,"Total (OF ALL CANCERS)","127322",NA,"[mortality]","mOR","2.54","2.44-2.65","<0.00001"," 0.0752"," 0.00715",1,1,1,1,1,1,TRUE,0.0752,NA,NA,0.00715,NA,NA
73804,"Unspecified",NA,"NANA","[mortality]","uOR",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Unspecified",NA,"NANA","[mortality]","mOR",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Upper GI (gastric, oesophageal)",NA,"NA","[hospitalisation]","uOR","7.48","6.72-8.33","<0.00001",NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Upper GI (gastric, oesophageal)",NA,"NA","[hospitalisation]","mOR (including small bowel and hepatobiliary)","3.17","2.83-3.55","<0.00001",NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Upper GI (gastric, oesophageal)",NA,"NA","[ICU]","uOR","1.51","0.56-4.02","0.41298",NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Upper GI (gastric, oesophageal)",NA,"NA","[ICU]","mOR (includes small bowel and hepatobiliary)","0.78","0.29-2.09","0.62780",NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Upper GI (gastric, oesophageal)",NA,"NA","[mortality]","uOR","17.34","15.22-19.76","<0.00001",NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Upper GI (gastric, oesophageal)",NA,"NA","[mortality]","mOR (includes small bowel and hepatobiliary)","5.85","5.08-6.74","<0.00001",NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Urology (ureter, bladder, prostate)",NA,NA,"[hospitalisation]","uOR","1.65","1.19-2.29","0.00271",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Urology (ureter, bladder, prostate)",NA,NA,"[hospitalisation]","mOR of male urological","2.04","1.43-2.90","0.00007",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Urology (ureter, bladder, prostate)",NA,NA,"[hospitalisation]","uOR","3.19","2.98-3.41","<0.00001",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Urology (ureter, bladder, prostate)",NA,NA,"[hospitalisation]","mOR of prostate","1.25","1.16-1.34","<0.00001",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Urology (ureter, bladder, prostate)",NA,NA,"[hospitalisation]"," uOR","4.93","4.49-5.41","<0.00001",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Urology (ureter, bladder, prostate)",NA,NA,"[hospitalisation]","mOR of urinary tract","1.78","1.61-1.97","<0.00001",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Urology (ureter, bladder, prostate)",NA,NA,"[ICU]","uOR","1.95","0.49-7.80","0.34593",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Urology (ureter, bladder, prostate)",NA,NA,"[ICU]","mOR of male urological","2.13","0.53-8.53","0.28740",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Urology (ureter, bladder, prostate)",NA,NA,"[ICU]"," uOR","2.38","1.69-3.36","<0.00001",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Urology (ureter, bladder, prostate)",NA,NA,"[ICU]","mOR of prostate","0.89","0.61-1.28","0.52082",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Urology (ureter, bladder, prostate)",NA,NA,"[ICU]"," uOR","4.18","2.69-6.49","<0.00001",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Urology (ureter, bladder, prostate)",NA,NA,"[ICU]","mOR of urinary tract","1.80","1.13-2.86","0.01341",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Urology (ureter, bladder, prostate)",NA,NA,"[mortality]","uOR","2.19","1.27-3.78","0.00502",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Urology (ureter, bladder, prostate)",NA,NA,"[mortality]","mOR of male urological","2.76","1.54-4.95","0.00069",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Urology (ureter, bladder, prostate)",NA,NA,"[mortality]"," uOR","4.76","4.30-5.28","<0.00001",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Urology (ureter, bladder, prostate)",NA,NA,"[mortality]","mOR of prostate","1.08","0.97-1.20","0.18331",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Urology (ureter, bladder, prostate)",NA,NA,"[mortality]"," uOR"," 8.99","7.89-10.23","<0.00001",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,"Urology (ureter, bladder, prostate)",NA,NA,"[mortality]","mOR of urinary tract","1.86","1.62-2.15","<0.00001",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
74954,"Total (OF ALL CANCERS)","1625",NA,"[ICU]",NA,NA,NA,NA,"0.294 (477/1625)","0.276 (8076/29284)",NA,NA,NA,NA,0,0,NA,0.294,477,1625,0.276,8076,29284
74954,"Total (OF ALL CANCERS)","1625",NA,"[mortality]","mOR","2.10","1.88-2.35","<0.01","0.349 (530/1519)","0.203 (5483/27015)",0,0,0,0,0,0,TRUE,0.349,530,1519,0.203,5483,27015
74954,"Total (OF ALL CANCERS)","1625",NA,"[severe disease]","mOR","0.82","0.72-0.94","<0.01",NA,NA,0,0,0,0,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
75065,"Breast","27","outcome = severe COVID-19 composite outcome in hospitalized patients","[severe disease]","aHR","2.73","0.76 - 9.79","0.1222",NA,NA,0,0,0,0,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
75065,"Lower GI (colorectal, small bowel)","colorectal 11","outcome = severe COVID-19 composite outcome in hospitalized patients","[severe disease]","aHR","5.07","1.5 - 17.17 ","0.0091",NA,NA,0,0,0,0,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
75065,"Other","85","outcome = severe COVID-19 composite outcome in hospitalized patients","[severe disease]","aHR","1.34","0.58 - 3.11","0.4897",NA,NA,0,0,0,0,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
75065,"Thoracic (lung, mesothelioma)","lung 9","outcome = severe COVID-19 composite outcome in hospitalized patients","[severe disease]","aHR","3.19","0.88 - 11.54","0.0766",NA,NA,0,0,0,0,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
75065,"Total (OF ALL CANCERS)","154","outcome = severe COVID-19 composite outcome in hospitalized patients; Composite outcome of intubation ICU admission and/or 30-day mortality","[severe disease]","aHR","3.77","1.63 - 8.72 ","0.0019",NA,NA,0,0,0,0,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
75065,"Upper GI (gastric, oesophageal)","gastrointestinal 14","outcome = severe COVID-19 composite outcome in hospitalized patientsNA","[severe disease]","aHR","3.79","1.12 - 12.88","0.0325",NA,NA,0,0,0,0,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
75065,"Urology (ureter, bladder, prostate)","genitourinary 8","outcome = severe COVID-19 composite outcome in hospitalized patients","[severe disease]","aHR","2.63","0.67 - 10.31","0.1659",NA,NA,0,0,0,0,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
75567,"Total (OF ALL CANCERS)","64",NA,"[ICU]","uHR","10.8","5.11-22.72","<0.001","0.563 (36/64)","0.266 (68/256)",1,1,1,1,1,1,TRUE,0.563,36,64,0.266,68,256
75567,"Total (OF ALL CANCERS)","64",NA,"[ICU]"," mHR"," 6.68"," 2.97-15.01"," <0.001"," 0.563 (36/64)"," 0.266 (68/256)",1,1,1,1,1,1,TRUE,0.563,36,64,0.266,68,256
75567,"Total (OF ALL CANCERS)","64",NA,"[mortality]","uHR","2.79","1.70-4.59","<0.001","0.453 (29/64)","0.137 (35/256)",1,1,1,1,1,1,TRUE,0.453,29,64,0.137,35,256
75567,"Total (OF ALL CANCERS)","64",NA,"[mortality]"," mHR"," 2.27"," 1.25-4.13"," 0.007"," 0.453 (29/64)"," 0.137 (35/256)",1,1,1,1,1,1,TRUE,0.453,29,64,0.137,35,256
78588,"Thoracic (lung, mesothelioma)","31",NA,"[ICU]","mHR","4.72","1.19 - 18.72","0.027","0.322 (10/31)",NA,0,0,0,0,0,NA,TRUE,0.322,10,31,NA,NA,NA
78588,"Thoracic (lung, mesothelioma)","31",NA,"[mortality]","mHR","3.87","1.02 - 14.71","0.047","0.258 (8/31)",NA,0,0,0,0,0,NA,TRUE,0.258,8,31,NA,NA,NA
78588,"Thoracic (lung, mesothelioma)","31",NA,"[severe disease]","mHR","4.28","1.44 - 12.71","0.009","0.548 (17/31)",NA,0,0,0,0,0,NA,TRUE,0.548,17,31,NA,NA,NA
78588,"Total (OF ALL CANCERS)","31",NA,"[ICU]","mHR","4.72","1.19 - 18.72","0.027","0.322 (10/31)",NA,0,0,0,0,0,NA,TRUE,0.322,10,31,NA,NA,NA
78588,"Total (OF ALL CANCERS)","31",NA,"[mortality]","mHR","3.87","1.02 - 14.71","0.047","0.258 (8/31)",NA,0,0,0,0,0,NA,TRUE,0.258,8,31,NA,NA,NA
78588,"Total (OF ALL CANCERS)","31",NA,"[severe disease]","mHR","4.28","1.44 - 12.71","0.009","0.548 (17/31)",NA,0,0,0,0,0,NA,TRUE,0.548,17,31,NA,NA,NA
81620,"Total (OF ALL CANCERS)","53","table5: Rates of death due to COVID-19 and/or admission to hospital due to COVID-19","[severe disease]","uOR","5.37","3.08-9.35",NA,"0.400 (21/53)","0.110 (854/7841)",1,1,1,NA,1,1,NA,0.4,21,53,0.11,854,7841
81620,"Total (OF ALL CANCERS)","53","table5: Rates of death due to COVID-19 and/or admission to hospital due to COVID-19","[severe disease]"," mOR"," 2.08"," 1.14-3.80",NA," 0.400 (21/53)"," 0.110 (854/7841)",1,1,1,NA,1,1,NA,0.4,21,53,0.11,854,7841
